馬名,全体過去平均着順,前走着順,出走回数,前走脚質_num,前走上がり3F,過去平均上がり3F
ニシノランペイジ,9.333333333333334,11.0,7,4.0,35.0,17.5
ニシノラヴァンダ,6.285714285714286,6.0,8,4.0,35.0,10.0
ニシノラーナ,14.0,14.0,2,4.0,0.0,0.0
ニシノリアリティ,9.571428571428571,11.0,8,4.0,35.0,5.0
ニシノリピート,7.666666666666667,6.0,4,4.0,0.0,0.0
ニシノリンダ,6.666666666666667,13.0,7,4.0,0.0,0.0
ニシノルアノーヴァ,8.363636363636363,10.0,12,4.0,35.0,9.545454545454545
ニシノルミリオン,10.785714285714286,16.0,15,4.0,35.0,5.0
ニシノレバンテ,10.066666666666666,11.0,16,4.0,35.0,4.666666666666667
ニシノレヴィガータ,9.0,5.0,6,4.0,0.0,0.0
ニシノレヴナント,8.333333333333334,9.0,13,4.0,35.0,11.666666666666666
ニシノロッドマン,8.4,4.0,6,4.0,35.0,28.0
ニシノローラン,12.0,12.0,2,4.0,35.0,35.0
ニシノヴィヴィ,7.0,15.0,8,4.0,0.0,0.0
ニジノカナタニ,6.333333333333333,11.0,4,4.0,0.0,0.0
ニジュウダンサー,8.25,5.0,9,4.0,35.0,4.375
ニタモノドウシ,5.5,4.0,11,4.0,35.0,14.0
ニチヤヲツイデ,13.0,13.0,2,4.0,0.0,0.0
ニックオブタイム,9.666666666666666,1.0,4,4.0,0.0,0.0
ニッシンゲッポ,8.25,6.0,9,4.0,0.0,0.0
ニットウアクシア,8.0,3.0,3,4.0,35.0,17.5
ニットウエース,8.0,8.0,1,4.0,35.0,35.0
ニットウバジル,3.6363636363636362,5.0,12,4.0,35.0,12.727272727272727
ニットウライジン,12.666666666666666,10.0,4,4.0,0.0,0.0
ニットウライズ,8.0,8.0,1,4.0,35.0,35.0
ニッパーズ,8.0,8.0,1,4.0,35.0,35.0
ニテンイチリュウ,11.0,11.0,5,4.0,35.0,35.0
ニニンサンキャク,14.0,14.0,3,4.0,35.0,17.5
ニネンエフグミ,4.0,2.0,6,4.0,35.0,21.0
ニヒトツーゼーア,4.625,2.0,17,4.0,35.0,26.25
ニフェーデービル,10.555555555555555,15.0,10,4.0,35.0,3.888888888888889
ニホンピロアリー,8.153846153846153,6.0,14,4.0,0.0,0.0
ニホンピロエール,14.0,13.0,6,4.0,35.0,35.0
ニホンピロカスター,5.2,3.0,6,4.0,0.0,0.0
ニホンピロカミーノ,10.0,10.0,2,4.0,0.0,0.0
ニホンピロカラット,5.181818181818182,7.0,12,4.0,35.0,15.909090909090908
ニホンピロキーフ,5.733333333333333,3.0,16,4.0,35.0,18.666666666666668
ニホンピロケイ,6.75,6.0,5,4.0,0.0,0.0
ニホンピロゴルディ,6.631578947368421,4.0,20,4.0,35.0,16.57894736842105
ニホンピロジェシカ,15.0,15.0,2,4.0,0.0,0.0
ニホンピロジニー,11.0,13.0,3,4.0,35.0,35.0
ニホンピロスクーロ,14.0,15.0,5,4.0,0.0,0.0
ニホンピロタイズ,8.6,7.0,6,4.0,0.0,0.0
ニホンピロデルマー,9.5,13.0,3,4.0,0.0,0.0
ニホンピロデヴィン,6.428571428571429,1.0,8,4.0,35.0,35.0
ニホンピロトッティ,4.411764705882353,7.0,18,4.0,35.0,14.411764705882353
ニホンピロドーバー,12.0,12.0,2,4.0,0.0,0.0
ニホンピロハーバー,6.0,8.0,10,4.0,35.0,11.666666666666666
ニホンピロペリー,11.0,9.0,3,4.0,0.0,0.0
ニホンピロホリデー,4.6,1.0,6,4.0,35.0,28.0
ニホンピロマリブ,8.88888888888889,9.0,10,4.0,35.0,7.777777777777778
ニホンピロマリンバ,9.0,12.0,18,4.0,35.0,16.470588235294116
ニホンピロマーベル,9.625,8.0,9,4.0,35.0,26.25
ニホンピロミラーク,10.0,10.0,2,4.0,35.0,35.0
ニホンピロリーチ,14.666666666666666,15.0,4,4.0,35.0,23.333333333333332
ニホンピロロジャー,5.0,2.0,3,4.0,35.0,35.0
ニホンピロローカス,4.333333333333333,3.0,4,4.0,35.0,35.0
ニミッツハイウェイ,10.333333333333334,13.0,4,4.0,35.0,11.666666666666666
ニャンキニーズ,9.333333333333334,10.0,4,4.0,0.0,0.0
ニャンタロウ,6.2,15.0,6,4.0,35.0,21.0
ニャンチンノン,11.333333333333334,10.0,4,4.0,0.0,0.0
ニャンモロー,6.5,4.0,3,4.0,35.0,17.5
ニューアライブ,8.0,8.0,1,4.0,35.0,35.0
ニューウォーク,8.6,3.0,6,4.0,35.0,14.0
ニューエラ,12.5,11.0,3,4.0,0.0,0.0
ニューオーリンズ,4.25,1.0,9,4.0,35.0,35.0
ニューカワイイ,11.0,12.0,7,4.0,35.0,23.333333333333332
ニュークリアス,7.0,7.0,2,4.0,35.0,35.0
ニュークレド,3.6923076923076925,7.0,14,4.0,35.0,35.0
ニュージェネラル,14.0,12.0,4,4.0,0.0,0.0
ニュージーズ,5.833333333333333,13.0,7,4.0,0.0,0.0
ニューステソーロ,7.0,13.0,14,4.0,35.0,2.6923076923076925
ニュースフラッシュ,8.0,8.0,1,4.0,35.0,35.0
ニューツーリズム,3.75,5.0,5,4.0,0.0,0.0
ニュートラ,8.0,8.0,2,4.0,35.0,35.0
ニューノーマル,7.5,8.0,13,4.0,0.0,0.0
ニューハイ,9.0,9.0,2,4.0,35.0,35.0
ニューバラード,5.111111111111111,3.0,10,4.0,35.0,7.777777777777778
ニューファウンド,4.666666666666667,9.0,10,4.0,35.0,19.444444444444443
ニューフロンティア,11.0,11.0,2,4.0,0.0,0.0
ニューモニュメント,8.8,7.0,6,4.0,0.0,0.0
ニューヤンキー,4.0,3.0,4,4.0,35.0,35.0
ニューロスパーク,10.0,10.0,2,4.0,35.0,35.0
ニルアドミラリ,5.7,10.0,11,4.0,0.0,0.0
ニルカンタテソーロ,9.0,7.0,3,4.0,0.0,0.0
ニルマーネル,2.25,2.0,5,4.0,35.0,17.5
ニンギルス,6.25,4.0,5,4.0,0.0,0.0
ニンジャトットリ,4.333333333333333,3.0,10,4.0,35.0,27.22222222222222
ニンマリ,14.0,14.0,2,4.0,0.0,0.0
ニヴルヘイム,4.166666666666667,9.0,13,4.0,35.0,11.666666666666666
ニーケアイリス,11.0,9.0,3,4.0,0.0,0.0
ニースライト,6.4,8.0,6,4.0,0.0,0.0
ニードルフェルト,10.0,10.0,2,4.0,0.0,0.0
ニーナバイリッカ,8.25,8.0,5,4.0,35.0,35.0
ニーナブランド,10.0,15.0,6,4.0,0.0,0.0
ヌクレオチド,5.333333333333333,2.0,7,4.0,35.0,35.0
ヌマ,15.0,15.0,5,4.0,0.0,0.0
ヌンコッチ,11.5,10.0,3,4.0,0.0,0.0
ヌンボラ,6.0,3.0,3,4.0,35.0,17.5
ヌンルチル,7.75,9.0,5,4.0,0.0,0.0
ヌーヴェルソール,11.4,8.0,6,4.0,35.0,14.0
ヌーヴォルミエール,15.0,13.0,4,4.0,35.0,11.666666666666666
ネイサン,8.947368421052632,11.0,20,4.0,35.0,5.526315789473684
ネイチャーシップ,5.176470588235294,1.0,18,4.0,35.0,18.529411764705884
ネイチャーズロウ,5.0,4.0,7,4.0,35.0,11.666666666666666
ネイチャーセラピー,8.0,8.0,1,4.0,35.0,35.0
ネイティヴプライド,7.0,8.0,5,4.0,35.0,35.0
ネイト,2.8,2.0,6,4.0,35.0,14.0
ネイビースター,7.777777777777778,5.0,10,4.0,35.0,11.666666666666666
ネイリッカ,13.666666666666666,14.0,4,4.0,35.0,11.666666666666666
ネイルンノ,7.928571428571429,14.0,15,4.0,0.0,0.0
ネオアカジョウ,14.0,15.0,4,4.0,35.0,23.333333333333332
ネオアステーリ,7.0,6.0,3,4.0,0.0,0.0
ネオアンボウ,12.5,12.0,3,4.0,35.0,35.0
ネオエトワール,13.0,13.0,3,4.0,0.0,0.0
ネオクイーン,7.714285714285714,6.0,8,4.0,35.0,15.0
ネオクラウン,8.5,8.0,11,4.0,0.0,0.0
ネオグラン,8.0,8.0,1,4.0,35.0,35.0
ネオゴールド,6.75,11.0,5,4.0,0.0,0.0
ネオシャクナゲ,11.5,13.0,3,4.0,0.0,0.0
ネオシューマン,14.0,14.0,2,4.0,35.0,35.0
ネオシルバー,5.933333333333334,10.0,16,4.0,35.0,14.0
ネオステラス,8.0,8.0,3,4.0,0.0,0.0
ネオディヤマンテ,10.75,12.0,5,4.0,0.0,0.0
ネオトキオ,8.0,8.0,1,4.0,35.0,35.0
ネオバラード,15.0,15.0,3,4.0,0.0,0.0
ネオフィロ,14.0,14.0,2,4.0,0.0,0.0
ネクストダンサー,5.2,10.0,11,4.0,35.0,14.0
ネクストドア,5.0,5.0,2,4.0,35.0,35.0
ネクストヒロイン,11.4,11.0,11,4.0,0.0,0.0
ネクタール,10.5,11.0,3,4.0,0.0,0.0
ネグレスコ,8.4375,15.0,17,4.0,35.0,19.6875
ネスト,16.0,16.0,2,4.0,0.0,0.0
ネッカーズルム,6.333333333333333,8.0,4,4.0,35.0,23.333333333333332
ネッケツシャチョウ,2.888888888888889,4.0,10,4.0,35.0,3.888888888888889
ネッスンドルマ,5.571428571428571,7.0,8,4.0,0.0,0.0
ネッタイヤライ,3.0,4.0,6,4.0,35.0,28.0
ネッロランパンテ,7.0,7.0,2,4.0,0.0,0.0
ネティフラウ,5.333333333333333,2.0,4,4.0,35.0,11.666666666666666
ネトル,6.3,6.0,11,4.0,35.0,14.0
ネネキリマル,8.2,10.0,6,4.0,35.0,35.0
ネバレチュゴー,9.625,11.0,9,4.0,0.0,0.0
ネバーゴーンアウト,8.0,8.0,2,4.0,0.0,0.0
ネバーモア,2.2222222222222223,2.0,10,4.0,35.0,3.888888888888889
ネバーランドリーム,8.8,13.0,6,4.0,0.0,0.0
ネバールックバック,8.0,8.0,1,4.0,35.0,35.0
ネバーレインズ,16.0,16.0,2,4.0,0.0,0.0
ネビュルーズ,5.625,7.0,9,4.0,0.0,0.0
ネビーイーム,2.923076923076923,5.0,14,4.0,35.0,16.153846153846153
ネブラディスク,2.4285714285714284,1.0,8,4.0,35.0,25.0
ネポティズムベビー,5.25,4.0,5,4.0,0.0,0.0
ネムレスクイーン,6.2,8.0,6,4.0,0.0,0.0
ネメス,3.0,2.0,6,4.0,35.0,35.0
ネロコルヴィーノ,5.222222222222222,8.0,10,4.0,35.0,11.666666666666666
ネーブルオレンジ,5.533333333333333,9.0,16,4.0,35.0,18.666666666666668
ネーヴェフレスカ,4.785714285714286,2.0,15,4.0,35.0,20.0
ノアアジレ,10.0,10.0,2,4.0,0.0,0.0
ノアシルヴィ,11.666666666666666,10.0,4,4.0,35.0,11.666666666666666
ノアスペシャル,7.166666666666667,4.0,13,4.0,35.0,5.833333333333333
ノアチェリー,3.125,2.0,9,4.0,0.0,0.0
ノアチュロス,10.0,11.0,9,4.0,35.0,35.0
ノアバクシンオー,15.0,15.0,2,4.0,0.0,0.0
ノアファラオ,9.285714285714286,12.0,8,4.0,0.0,0.0
ノアファースト,12.5,8.0,5,4.0,35.0,17.5
ノアフェイス,8.25,2.0,9,4.0,35.0,4.375
ノアプレスリー,7.8,8.0,6,4.0,0.0,0.0
ノアヴィヴァーチェ,3.875,3.0,9,4.0,35.0,17.5
ノアールビーナス,4.8,4.0,6,4.0,35.0,14.0
ノイアーターク,8.0,8.0,2,4.0,0.0,0.0
ノイエムジーク,12.333333333333334,15.0,4,4.0,35.0,23.333333333333332
ノイエンブリエ,8.0,8.0,1,4.0,35.0,35.0
ノイシュタット,6.818181818181818,7.0,12,4.0,35.0,9.545454545454545
ノイシュロス,13.0,11.0,3,4.0,0.0,0.0
ノイジーボーイ,16.0,16.0,2,4.0,0.0,0.0
ノイバラ,11.333333333333334,6.0,4,4.0,0.0,0.0
ノイヤー,9.454545454545455,12.0,12,4.0,35.0,12.727272727272727
ノイヤーヘルト,4.714285714285714,3.0,8,4.0,0.0,0.0
ノウリッジズパワー,8.0,8.0,1,4.0,35.0,35.0
ノエル,13.666666666666666,17.0,4,4.0,35.0,11.666666666666666
ノクスカンパーナ,13.0,12.0,4,4.0,35.0,35.0
ノクスパーピリオ,8.0,8.0,1,4.0,35.0,35.0
ノクターナル,13.428571428571429,12.0,8,4.0,35.0,20.0
ノクターナルハント,8.0,8.0,1,4.0,35.0,35.0
ノクターン,3.2,1.0,6,4.0,35.0,28.0
ノクナレア,3.4,2.0,6,4.0,35.0,35.0
ノチェセラーダ,3.8,4.0,6,4.0,35.0,21.0
ノッキングポイント,4.666666666666667,8.0,4,4.0,0.0,0.0
ノックシュライン,11.0,10.0,3,4.0,0.0,0.0
ノッツェドーロ,12.0,12.0,2,4.0,0.0,0.0
ノッテルーナ,8.0,7.0,9,4.0,35.0,13.125
ノットイナフ,6.642857142857143,13.0,15,4.0,35.0,12.5
ノットファウンド,3.8,12.0,11,4.0,35.0,7.0
ノビリシマビジョン,3.1666666666666665,2.0,7,4.0,35.0,23.333333333333332
ノビル,6.428571428571429,14.0,15,4.0,35.0,10.0
ノブアンドホワイト,9.0,9.0,4,4.0,0.0,0.0
ノブエイト,16.0,16.0,2,4.0,0.0,0.0
ノブステップ,7.0,8.0,5,4.0,35.0,17.5
ノブダブルホワイト,9.363636363636363,16.0,12,4.0,35.0,6.363636363636363
ノブノリオウ,8.0,8.0,4,4.0,35.0,11.666666666666666
ノブノリッキー,5.666666666666667,2.0,10,4.0,0.0,0.0
ノブピースオブラブ,10.333333333333334,12.0,7,4.0,35.0,23.333333333333332
ノブレスジャン,8.0,14.0,3,4.0,0.0,0.0
ノブレスラブリエ,10.0,10.0,2,4.0,0.0,0.0
ノベンバーベイズ,6.0,9.0,4,4.0,0.0,0.0
ノボリクレバー,7.142857142857143,2.0,15,4.0,35.0,22.5
ノボリサクラ,16.0,16.0,2,4.0,0.0,0.0
ノボリショウリュウ,5.722222222222222,3.0,19,4.0,35.0,17.5
ノボリディアマン,9.571428571428571,15.0,8,4.0,35.0,20.0
ノボリフジ,8.8,7.0,6,4.0,35.0,28.0
ノボリミッション,8.0,8.0,1,4.0,35.0,35.0
ノボリユーミン,7.625,8.0,9,4.0,35.0,8.75
ノボリリア,5.5,2.0,9,4.0,35.0,35.0
ノメンターノ,8.666666666666666,8.0,7,4.0,35.0,11.666666666666666
ノラリクラリ,4.533333333333333,3.0,16,4.0,35.0,18.666666666666668
ノリキング,9.0,9.0,3,4.0,35.0,35.0
ノリサムソン,12.5,14.0,3,4.0,0.0,0.0
ノリサンブラック,12.333333333333334,9.0,4,4.0,0.0,0.0
ノリチャンボウルズ,10.75,9.0,5,4.0,35.0,8.75
ノリノドラゴン,4.75,3.0,9,4.0,35.0,35.0
ノリノリソックス,3.0,3.0,2,4.0,35.0,35.0
ノリノリブリランテ,9.0,9.0,2,4.0,0.0,0.0
ノリピー,7.375,4.0,9,4.0,35.0,8.75
ノリマル,3.2,2.0,6,4.0,35.0,14.0
ノルディア,8.0,5.0,4,4.0,0.0,0.0
ノルドヴェスト,4.222222222222222,1.0,10,4.0,0.0,0.0
ノルン,10.0,5.0,5,4.0,0.0,0.0
ノレッジギフト,17.0,17.0,2,4.0,0.0,0.0
ノレッジビューティ,6.5,11.0,9,4.0,0.0,0.0
ノロシ,10.75,14.0,5,4.0,0.0,0.0
ノワスティエ,9.75,11.0,5,4.0,35.0,8.75
ノワナ,8.333333333333334,8.0,4,4.0,0.0,0.0
ノワールエブラン,12.0,8.0,3,4.0,0.0,0.0
ノンスタンダルド,5.833333333333333,7.0,7,4.0,35.0,17.5
ノンブルドール,4.5,7.0,5,4.0,35.0,35.0
ノヴァエクスプレス,3.6666666666666665,2.0,4,4.0,35.0,11.666666666666666
ノヴァエスペランサ,12.666666666666666,12.0,4,4.0,35.0,35.0
ノヴァキュライト,14.0,13.0,3,4.0,35.0,35.0
ノヴァレジーナ,9.0,6.0,7,4.0,35.0,35.0
ノヴェルカフナ,14.666666666666666,15.0,4,4.0,35.0,23.333333333333332
ノヴェルピアーチェ,8.0,8.0,1,4.0,35.0,35.0
ノーウェアマン,7.2,9.0,6,4.0,35.0,21.0
ノーザトゥルース,7.666666666666667,6.0,4,4.0,0.0,0.0
ノーザンタイタン,4.5,8.0,3,4.0,35.0,17.5
ノーザー,8.0,8.0,1,4.0,35.0,35.0
ノーシーリング,8.0,8.0,1,4.0,35.0,35.0
ノースカトレア,10.5,10.0,5,4.0,35.0,8.75
ノースグロリア,6.0,3.0,6,4.0,35.0,7.0
ノースザワールド,9.181818181818182,8.0,12,4.0,35.0,3.1818181818181817
ノースタンダード,6.833333333333333,8.0,7,4.0,35.0,5.833333333333333
ノースディーバ,7.75,16.0,9,4.0,0.0,0.0
ノースブリッジ,6.25,12.0,5,4.0,35.0,8.75
ノースブルースカイ,1.0,1.0,2,4.0,35.0,35.0
ノースミソロジー,5.666666666666667,1.0,4,4.0,35.0,35.0
ノーダブルディップ,7.75,7.0,13,4.0,35.0,11.666666666666666
ノーチェ,12.0,12.0,2,4.0,35.0,35.0
ノーティアス,6.0,4.0,8,4.0,0.0,0.0
ノーティチェリー,8.0,8.0,1,4.0,35.0,35.0
ノートルダム,10.0,14.0,3,4.0,35.0,35.0
ノートルプロメス,8.2,12.0,11,4.0,0.0,0.0
ノーバディーケイム,8.0,8.0,1,4.0,35.0,35.0
ノービレ,8.333333333333334,4.0,4,4.0,35.0,23.333333333333332
ノーブルアイガー,14.0,14.0,2,4.0,0.0,0.0
ノーブルアクト,5.947368421052632,5.0,20,4.0,35.0,7.368421052631579
ノーブルアスール,16.0,16.0,2,4.0,35.0,35.0
ノーブルウィスパー,4.4,8.0,6,4.0,0.0,0.0
ノーブルウェザー,14.0,14.0,2,4.0,35.0,35.0
ノーブルエンペラー,8.5,9.0,3,4.0,0.0,0.0
ノーブルオリンポス,8.11111111111111,10.0,10,4.0,35.0,3.888888888888889
ノーブルオーク,14.5,13.0,3,4.0,0.0,0.0
ノーブルガイザー,13.0,13.0,2,4.0,35.0,35.0
ノーブルクインダム,8.0,8.0,1,4.0,35.0,35.0
ノーブルクライ,5.555555555555555,9.0,19,4.0,35.0,5.833333333333333
ノーブルクラウド,3.6666666666666665,1.0,4,4.0,35.0,35.0
ノーブルクロンヌ,8.166666666666666,15.0,7,4.0,35.0,23.333333333333332
ノーブルグレイド,10.0,14.0,3,4.0,35.0,35.0
ノーブルゲイル,5.454545454545454,13.0,12,4.0,35.0,6.363636363636363
ノーブルサンライズ,13.5,12.0,3,4.0,35.0,35.0
ノーブルサヴェージ,1.0,1.0,2,4.0,35.0,35.0
ノーブルシェイド,12.5,13.0,3,4.0,0.0,0.0
ノーブルシャン,7.75,12.0,5,4.0,0.0,0.0
ノーブルシーズン,9.666666666666666,11.0,4,4.0,0.0,0.0
ノーブルジェネシス,9.5,9.0,3,4.0,0.0,0.0
ノーブルジャッカル,10.0,11.0,4,4.0,35.0,23.333333333333332
ノーブルスアーク,11.5,10.0,5,4.0,35.0,26.25
ノーブルスカイ,6.315789473684211,12.0,20,4.0,35.0,14.736842105263158
ノーブルスナイパー,10.0,10.0,2,4.0,35.0,35.0
ノーブルティアラ,11.0,13.0,3,4.0,0.0,0.0
ノーブルトレジャー,8.333333333333334,8.0,4,4.0,35.0,23.333333333333332
ノーブルニードル,11.6,16.0,6,4.0,0.0,0.0
ノーブルノワール,8.5,8.0,7,4.0,35.0,17.5
ノーブルビーチ,8.5,9.0,3,4.0,0.0,0.0
ノーブルフェスタ,9.5,8.0,3,4.0,0.0,0.0
ノーブルブランカ,2.75,2.0,17,4.0,0.0,0.0
ノーブルブロウ,8.0,8.0,1,4.0,35.0,35.0
ノーブルプライム,7.2,5.0,6,4.0,35.0,14.0
ノーブルホライズン,12.0,11.0,3,4.0,35.0,17.5
ノーブルマドンナ,9.0,5.0,4,4.0,35.0,35.0
ノーブルマルシェ,8.818181818181818,12.0,12,4.0,35.0,3.1818181818181817
ノーブルミステリー,7.681818181818182,9.0,23,4.0,35.0,9.545454545454545
ノーブルライジング,2.6666666666666665,3.0,4,4.0,0.0,0.0
ノーブルライナー,4.444444444444445,2.0,10,4.0,35.0,7.777777777777778
ノーブルラホーヤ,7.5,9.0,3,4.0,35.0,17.5
ノーブルラン,9.545454545454545,14.0,12,4.0,0.0,0.0
ノーブルリリー,9.0,13.0,3,4.0,0.0,0.0
ノーブルレイン,16.0,16.0,2,4.0,0.0,0.0
ノーブルレジェンド,11.0,11.0,2,4.0,0.0,0.0
ノーブルロジャー,5.8,9.0,16,4.0,35.0,18.666666666666668
ノーブルヴィクター,7.166666666666667,4.0,7,4.0,0.0,0.0
ノーマジック,10.363636363636363,14.0,12,4.0,35.0,6.363636363636363
ノーマンズランド,12.0,12.0,2,4.0,0.0,0.0
ノーランサンライズ,8.0,16.0,13,4.0,35.0,26.25
ノールシャピートル,14.0,14.0,2,4.0,0.0,0.0
ハイアップグレード,7.181818181818182,12.0,12,4.0,35.0,15.909090909090908
ハイアムズビーチ,8.666666666666666,5.0,4,4.0,0.0,0.0
ハイウェイスター,3.7,2.0,21,4.0,35.0,17.5
ハイエスティーム,5.25,3.0,5,4.0,0.0,0.0
ハイエストポイント,7.25,7.0,5,4.0,0.0,0.0
ハイエストランク,13.0,14.0,3,4.0,0.0,0.0
ハイエンドモデル,3.8,3.0,6,4.0,35.0,7.0
ハイクオリティ,4.357142857142857,3.0,15,4.0,35.0,25.0
ハイクライテリア,7.333333333333333,4.0,10,4.0,35.0,31.11111111111111
ハイグッドワールド,5.454545454545454,7.0,23,4.0,35.0,12.727272727272727
ハイケンス,5.866666666666666,11.0,16,4.0,35.0,9.333333333333334
ハイゼンスレイ,5.0,3.0,9,4.0,35.0,17.5
ハイタイド,7.1,7.0,11,4.0,35.0,7.0
ハイタッチマドンナ,8.4,10.0,6,4.0,35.0,7.0
ハイダウェイ,12.666666666666666,11.0,4,4.0,0.0,0.0
ハイティー,8.0,8.0,1,4.0,35.0,35.0
ハイテイラオユエ,10.0,10.0,2,4.0,35.0,35.0
ハイディージェン,7.111111111111111,11.0,10,4.0,35.0,11.666666666666666
ハイドパーク,6.5,3.0,5,4.0,35.0,35.0
ハイヌーンチェコ,11.0,13.0,3,4.0,0.0,0.0
ハイハロー,6.0,6.0,2,4.0,0.0,0.0
ハイバーニアン,16.0,16.0,2,4.0,35.0,35.0
ハイビッグゴールド,7.833333333333333,14.0,7,4.0,35.0,35.0
ハイファイスピード,5.555555555555555,7.0,10,4.0,35.0,7.777777777777778
ハイボール,8.0,8.0,1,4.0,35.0,35.0
ハイボーン,5.666666666666667,5.0,7,4.0,0.0,0.0
ハイヤーマーク,3.8,3.0,6,4.0,35.0,7.0
ハイライトニング,5.833333333333333,7.0,7,4.0,35.0,17.5
ハイライフ,13.2,17.0,6,4.0,0.0,0.0
ハイラブエナン,15.0,15.0,2,4.0,35.0,35.0
ハイラブソング,7.5,9.0,5,4.0,35.0,17.5
ハイラブハンター,12.0,16.0,5,4.0,0.0,0.0
ハイラブレジェンド,9.833333333333334,4.0,7,4.0,35.0,35.0
ハイランダー,9.5,7.0,3,4.0,35.0,35.0
ハイラント,5.052631578947368,10.0,20,4.0,35.0,7.368421052631579
ハイランドパレス,8.0,8.0,2,4.0,35.0,35.0
ハイランドリンクス,5.3,14.0,11,4.0,35.0,3.5
ハイレリーフ,8.0,8.0,1,4.0,35.0,35.0
ハイロード,5.5,5.0,3,4.0,35.0,35.0
ハインズテソーロ,13.0,13.0,2,4.0,0.0,0.0
ハイヴァン,10.0,10.0,2,4.0,35.0,35.0
ハウスオンファイア,13.5,12.0,3,4.0,35.0,35.0
ハウゼ,7.333333333333333,6.0,4,4.0,0.0,0.0
ハウファアイルゴー,13.555555555555555,14.0,10,4.0,0.0,0.0
ハウリングウィンド,7.555555555555555,3.0,10,4.0,35.0,23.333333333333332
ハオカノア,4.4,4.0,6,4.0,35.0,35.0
ハガネ,14.0,14.0,2,4.0,0.0,0.0
ハギノアトラス,10.076923076923077,11.0,14,4.0,0.0,0.0
ハギノアネラ,14.0,14.0,2,4.0,0.0,0.0
ハギノアルデバラン,6.538461538461538,8.0,14,4.0,35.0,21.53846153846154
ハギノアレグリアス,4.2,6.0,6,4.0,35.0,7.0
ハギノインスパイア,6.444444444444445,6.0,10,4.0,0.0,0.0
ハギノカノア,7.083333333333333,6.0,13,4.0,35.0,23.333333333333332
ハギノギフテッド,8.0,8.0,1,4.0,35.0,35.0
ハギノクリーガー,9.0,10.0,3,4.0,35.0,35.0
ハギノコラソン,3.6666666666666665,3.0,16,4.0,35.0,35.0
ハギノサステナブル,2.933333333333333,4.0,16,4.0,35.0,21.0
ハギノデュア,8.0,8.0,1,4.0,35.0,35.0
ハギノデュエット,9.8,9.0,6,4.0,35.0,21.0
ハギノピアチェーレ,4.75,2.0,5,4.0,35.0,26.25
ハギノメーテル,11.5,11.0,9,4.0,0.0,0.0
ハギノモーリス,10.5,9.0,3,4.0,0.0,0.0
ハギノロックオン,8.0,8.0,1,4.0,35.0,35.0
ハギノヴェルドン,13.0,14.0,3,4.0,35.0,35.0
ハギビス,11.666666666666666,12.0,4,4.0,35.0,23.333333333333332
ハクアイアテナ,7.666666666666667,12.0,4,4.0,0.0,0.0
ハクアイストーリー,8.0,8.0,1,4.0,35.0,35.0
ハクアイタワー,6.666666666666667,4.0,7,4.0,35.0,35.0
ハクアイノアール,6.0,11.0,4,4.0,35.0,35.0
ハクアイマウンテン,8.0,8.0,1,4.0,35.0,35.0
ハクアイローラ,10.0,10.0,2,4.0,0.0,0.0
ハクサンアイ,5.0,12.0,11,4.0,0.0,0.0
ハクサンアイリス,3.4,4.0,11,4.0,35.0,31.5
ハクサンアップル,9.25,11.0,5,4.0,0.0,0.0
ハクサンアンタレス,8.0,8.0,1,4.0,35.0,35.0
ハクサンイーグル,6.0,5.0,12,4.0,35.0,6.363636363636363
ハクサンエクレール,16.0,16.0,2,4.0,0.0,0.0
ハクサンクリスタル,8.0,7.0,5,4.0,0.0,0.0
ハクサンサクヤヒメ,13.5,14.0,3,4.0,35.0,35.0
ハクサンシャトル,8.5,7.0,3,4.0,0.0,0.0
ハクサンスオーノ,8.0,8.0,1,4.0,35.0,35.0
ハクサンソヌス,9.666666666666666,7.0,4,4.0,0.0,0.0
ハクサンダフネ,13.0,13.0,3,4.0,0.0,0.0
ハクサンツキミテイ,13.666666666666666,13.0,4,4.0,0.0,0.0
ハクサンテドリガワ,6.5,7.0,3,4.0,35.0,35.0
ハクサンテュポン,7.8,10.0,6,4.0,35.0,7.0
ハクサンハナビ,9.4,7.0,6,4.0,35.0,21.0
ハクサンバード,7.266666666666667,12.0,16,4.0,35.0,7.0
ハクサンパイオニア,5.0,5.0,6,4.0,0.0,0.0
ハクサンビューティ,14.0,15.0,3,4.0,0.0,0.0
ハクサンフラッシュ,8.5,6.0,3,4.0,0.0,0.0
ハクサンマロン,5.6,8.0,6,4.0,0.0,0.0
ハクサンマンゲツ,8.0,8.0,1,4.0,35.0,35.0
ハクサンミニョン,9.0,11.0,6,4.0,0.0,0.0
ハクサンミラクル,6.166666666666667,2.0,13,4.0,0.0,0.0
ハクサンミレイ,9.0,9.0,2,4.0,35.0,35.0
ハクサンモッピー,8.0,8.0,1,4.0,35.0,35.0
ハクサンリバーブ,6.0,4.0,8,4.0,35.0,5.0
ハクサンリュウオウ,16.0,16.0,2,4.0,0.0,0.0
ハクサンリング,9.5,12.0,3,4.0,35.0,35.0
ハクサンリンド,7.6,8.0,6,4.0,35.0,7.0
ハクサンレイホウ,8.0,8.0,1,4.0,35.0,35.0
ハクサンローレライ,8.0,8.0,1,4.0,35.0,35.0
ハクシュ,10.5,11.0,5,4.0,0.0,0.0
ハクシンアスリート,8.0,8.0,1,4.0,35.0,35.0
ハクシンスマイル,11.5,11.0,3,4.0,35.0,17.5
ハクシンダンス,12.5,14.0,3,4.0,35.0,17.5
